"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","Newfoundland and Labrador","2016A000210","Humanities","Constant dollars","370","units","0","v1411953052","2.4","2726","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Humanities","Constant dollars","370","units","0","v1411953052","2.4","2735","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Humanities","Constant dollars","370","units","0","v1411953052","2.4","2611","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Humanities","Constant dollars","370","units","0","v1411953052","2.4","2710","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Humanities","Constant dollars","370","units","0","v1411953052","2.4","2803","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Humanities","Constant dollars","370","units","0","v1411953052","2.4","2867","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953053","2.5","2769","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953053","2.5","2876","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953053","2.5","2810","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953053","2.5","2747","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953053","2.5","2642","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953053","2.5","2829","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953053","2.5","2919","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953053","2.5","2984","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Law","Constant dollars","370","units","0","v1411953054","2.6","","..","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Law","Constant dollars","370","units","0","v1411953054","2.6","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Law","Constant dollars","370","units","0","v1411953054","2.6","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Law","Constant dollars","370","units","0","v1411953054","2.6","","..","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Law","Constant dollars","370","units","0","v1411953054","2.6","","..","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Law","Constant dollars","370","units","0","v1411953054","2.6","","..","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Law","Constant dollars","370","units","0","v1411953054","2.6","","..","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Law","Constant dollars","370","units","0","v1411953054","2.6","","..","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Business, management and public administration","Constant dollars","370","units","0","v1411953055","2.7","3046","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Business, management and public administration","Constant dollars","370","units","0","v1411953055","2.7","2929","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Business, management and public administration","Constant dollars","370","units","0","v1411953055","2.7","2827","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Business, management and public administration","Constant dollars","370","units","0","v1411953055","2.7","2785","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Business, management and public administration","Constant dollars","370","units","0","v1411953055","2.7","2664","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Business, management and public administration","Constant dollars","370","units","0","v1411953055","2.7","2780","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Business, management and public administration","Constant dollars","370","units","0","v1411953055","2.7","2893","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Business, management and public administration","Constant dollars","370","units","0","v1411953055","2.7","2960","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953056","2.8","2769","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953056","2.8","2881","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953056","2.8","2798","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953056","2.8","2756","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953056","2.8","2652","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953056","2.8","2864","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953056","2.8","3088","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953056","2.8","3157","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953057","2.9","2769","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953057","2.9","2856","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953057","2.9","2799","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953057","2.9","2757","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953057","2.9","2644","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953057","2.9","2819","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953057","2.9","2893","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953057","2.9","2958","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Engineering","Constant dollars","370","units","0","v1411953058","2.10","3046","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Engineering","Constant dollars","370","units","0","v1411953058","2.10","2940","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Engineering","Constant dollars","370","units","0","v1411953058","2.10","2879","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Engineering","Constant dollars","370","units","0","v1411953058","2.10","2849","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Engineering","Constant dollars","370","units","0","v1411953058","2.10","2726","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Engineering","Constant dollars","370","units","0","v1411953058","2.10","2945","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Engineering","Constant dollars","370","units","0","v1411953058","2.10","3108","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Engineering","Constant dollars","370","units","0","v1411953058","2.10","3179","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Architecture","Constant dollars","370","units","0","v1411953059","2.11","","..","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Architecture","Constant dollars","370","units","0","v1411953059","2.11","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Architecture","Constant dollars","370","units","0","v1411953059","2.11","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Architecture","Constant dollars","370","units","0","v1411953059","2.11","","..","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Architecture","Constant dollars","370","units","0","v1411953059","2.11","","..","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Architecture","Constant dollars","370","units","0","v1411953059","2.11","","..","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Architecture","Constant dollars","370","units","0","v1411953059","2.11","","..","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Architecture","Constant dollars","370","units","0","v1411953059","2.11","","..","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953060","2.12","2769","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953060","2.12","2951","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953060","2.12","2858","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953060","2.12","2859","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953060","2.12","2800","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953060","2.12","3488","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953060","2.12","3417","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953060","2.12","3491","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Dentistry","Constant dollars","370","units","0","v1411953061","2.13","","..","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Dentistry","Constant dollars","370","units","0","v1411953061","2.13","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Dentistry","Constant dollars","370","units","0","v1411953061","2.13","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Dentistry","Constant dollars","370","units","0","v1411953061","2.13","","..","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Dentistry","Constant dollars","370","units","0","v1411953061","2.13","","..","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Dentistry","Constant dollars","370","units","0","v1411953061","2.13","","..","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Dentistry","Constant dollars","370","units","0","v1411953061","2.13","","..","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Dentistry","Constant dollars","370","units","0","v1411953061","2.13","","..","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Medicine","Constant dollars","370","units","0","v1411953062","2.14","8959","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Medicine","Constant dollars","370","units","0","v1411953062","2.14","10880","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Medicine","Constant dollars","370","units","0","v1411953062","2.14","12754","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Medicine","Constant dollars","370","units","0","v1411953062","2.14","14728","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Medicine","Constant dollars","370","units","0","v1411953062","2.14","14250","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Medicine","Constant dollars","370","units","0","v1411953062","2.14","13345","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Medicine","Constant dollars","370","units","0","v1411953062","2.14","12844","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Medicine","Constant dollars","370","units","0","v1411953062","2.14","12603","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Nursing","Constant dollars","370","units","0","v1411953063","2.15","2769","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Nursing","Constant dollars","370","units","0","v1411953063","2.15","2802","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Nursing","Constant dollars","370","units","0","v1411953063","2.15","2734","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Nursing","Constant dollars","370","units","0","v1411953063","2.15","2704","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Nursing","Constant dollars","370","units","0","v1411953063","2.15","2607","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Nursing","Constant dollars","370","units","0","v1411953063","2.15","2684","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Nursing","Constant dollars","370","units","0","v1411953063","2.15","2630","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Nursing","Constant dollars","370","units","0","v1411953063","2.15","2691","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Pharmacy","Constant dollars","370","units","0","v1411953064","2.16","3046","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Pharmacy","Constant dollars","370","units","0","v1411953064","2.16","3018","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Pharmacy","Constant dollars","370","units","0","v1411953064","2.16","2988","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Pharmacy","Constant dollars","370","units","0","v1411953064","2.16","2934","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Pharmacy","Constant dollars","370","units","0","v1411953064","2.16","2824","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Pharmacy","Constant dollars","370","units","0","v1411953064","2.16","2482","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Pharmacy","Constant dollars","370","units","0","v1411953064","2.16","","..","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Pharmacy","Constant dollars","370","units","0","v1411953064","2.16","","..","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Veterinary medicine","Constant dollars","370","units","0","v1411953065","2.17","","..","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Veterinary medicine","Constant dollars","370","units","0","v1411953065","2.17","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Veterinary medicine","Constant dollars","370","units","0","v1411953065","2.17","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Veterinary medicine","Constant dollars","370","units","0","v1411953065","2.17","","..","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Veterinary medicine","Constant dollars","370","units","0","v1411953065","2.17","","..","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Veterinary medicine","Constant dollars","370","units","0","v1411953065","2.17","","..","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Veterinary medicine","Constant dollars","370","units","0","v1411953065","2.17","","..","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Veterinary medicine","Constant dollars","370","units","0","v1411953065","2.17","","..","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Optometry","Constant dollars","370","units","0","v1411953066","2.18","","..","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Optometry","Constant dollars","370","units","0","v1411953066","2.18","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Optometry","Constant dollars","370","units","0","v1411953066","2.18","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Optometry","Constant dollars","370","units","0","v1411953066","2.18","","..","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Optometry","Constant dollars","370","units","0","v1411953066","2.18","","..","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Optometry","Constant dollars","370","units","0","v1411953066","2.18","","..","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Optometry","Constant dollars","370","units","0","v1411953066","2.18","","..","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Optometry","Constant dollars","370","units","0","v1411953066","2.18","","..","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953067","2.19","2769","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953067","2.19","2860","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953067","2.19","2792","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953067","2.19","2717","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953067","2.19","2618","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953067","2.19","2724","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953067","2.19","2676","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953067","2.19","2738","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Constant dollars","370","units","0","v1411953068","2.20","2769","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Constant dollars","370","units","0","v1411953068","2.20","2796","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Constant dollars","370","units","0","v1411953068","2.20","2710","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Constant dollars","370","units","0","v1411953068","2.20","2676","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Constant dollars","370","units","0","v1411953068","2.20","2596","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Constant dollars","370","units","0","v1411953068","2.20","2674","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Constant dollars","370","units","0","v1411953068","2.20","2657","","","","0"
"2024/2025","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Constant dollars","370","units","0","v1411953068","2.20","2720","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Education","Constant dollars","370","units","0","v1411953070","3.2","8721","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Education","Constant dollars","370","units","0","v1411953070","3.2","8694","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Education","Constant dollars","370","units","0","v1411953070","3.2","8704","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Education","Constant dollars","370","units","0","v1411953070","3.2","8810","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Education","Constant dollars","370","units","0","v1411953070","3.2","8604","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Education","Constant dollars","370","units","0","v1411953070","3.2","8208","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Education","Constant dollars","370","units","0","v1411953070","3.2","8210","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Education","Constant dollars","370","units","0","v1411953070","3.2","8460","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953071","3.3","6548","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953071","3.3","6528","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953071","3.3","6528","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953071","3.3","6605","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953071","3.3","6450","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953071","3.3","6153","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953071","3.3","6154","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953071","3.3","6341","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Humanities","Constant dollars","370","units","0","v1411953072","3.4","6548","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Humanities","Constant dollars","370","units","0","v1411953072","3.4","6528","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Humanities","Constant dollars","370","units","0","v1411953072","3.4","6528","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Humanities","Constant dollars","370","units","0","v1411953072","3.4","6605","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Humanities","Constant dollars","370","units","0","v1411953072","3.4","6450","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Humanities","Constant dollars","370","units","0","v1411953072","3.4","6153","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Humanities","Constant dollars","370","units","0","v1411953072","3.4","6154","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Humanities","Constant dollars","370","units","0","v1411953072","3.4","6341","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953073","3.5","6548","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953073","3.5","6528","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953073","3.5","6528","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953073","3.5","6605","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953073","3.5","6450","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953073","3.5","6153","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953073","3.5","6154","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953073","3.5","6341","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Law","Constant dollars","370","units","0","v1411953074","3.6","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Law","Constant dollars","370","units","0","v1411953074","3.6","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Law","Constant dollars","370","units","0","v1411953074","3.6","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Law","Constant dollars","370","units","0","v1411953074","3.6","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Law","Constant dollars","370","units","0","v1411953074","3.6","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Law","Constant dollars","370","units","0","v1411953074","3.6","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Law","Constant dollars","370","units","0","v1411953074","3.6","","..","","","0"
"2024/2025","Prince Edward Island","2016A000211","Law","Constant dollars","370","units","0","v1411953074","3.6","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Business, management and public administration","Constant dollars","370","units","0","v1411953075","3.7","6548","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Business, management and public administration","Constant dollars","370","units","0","v1411953075","3.7","6528","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Business, management and public administration","Constant dollars","370","units","0","v1411953075","3.7","6528","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Business, management and public administration","Constant dollars","370","units","0","v1411953075","3.7","6605","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Business, management and public administration","Constant dollars","370","units","0","v1411953075","3.7","6450","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Business, management and public administration","Constant dollars","370","units","0","v1411953075","3.7","6153","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Business, management and public administration","Constant dollars","370","units","0","v1411953075","3.7","6154","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Business, management and public administration","Constant dollars","370","units","0","v1411953075","3.7","6341","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953076","3.8","6548","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953076","3.8","6528","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953076","3.8","6528","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953076","3.8","6605","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953076","3.8","6450","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953076","3.8","6153","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953076","3.8","6154","","","","0"
"2024/2025","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953076","3.8","6341","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953077","3.9","6548","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953077","3.9","6528","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953077","3.9","6528","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953077","3.9","6605","","","","0"
